date,state,us_state_or_territory,positive,probablecases,negative,pending,totaltestresultssource,totaltestresults,hospitalizedcurrently,hospitalizedcumulative,inicucurrently,inicucumulative,onventilatorcurrently,onventilatorcumulative,recovered,lastupdateet,datemodified,checktimeet,death,hospitalized,hospitalizeddischarged,datechecked,totaltestsviral,positivetestsviral,negativetestsviral,positivecasesviral,deathconfirmed,deathprobable,totaltestencountersviral,totaltestspeopleviral,totaltestsantibody,positivetestsantibody,negativetestsantibody,totaltestspeopleantibody,positivetestspeopleantibody,negativetestspeopleantibody,totaltestspeopleantigen,positivetestspeopleantigen,totaltestsantigen,positivetestsantigen,fips,positiveincrease,negativeincrease,total,totaltestresultsincrease,posneg,dataqualitygrade,deathincrease,hospitalizedincrease,hash,commercialscore,negativeregularscore,negativescore,positivescore,score,grade
2021-02-16,AR,Arkansas,313525,65080,2340563,,totalTestsViral,2589008,638,14392,250,,110,1480,299107,2021-02-16T00:00:00,2021-02-16T00:00:00Z,02/15 19:00,5287,14392,,2021-02-16T00:00:00Z,2589008,,2340563,248445,4233,1054,,,,,,,,,414291,76422,,,5,177,1608,2654088,1702,2654088,,12,37,0ab8392fec9fdeb3b300899fe9c6d996874457a5,0,0,0,0,0,
2021-02-16,AS,American Samoa,0,,2140,,totalTestsViral,2140,,,,,,,,2020-12-01T00:00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140,,,0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,b2f29af3602f3ef09e69bfd1a12780b3c0faaa3d,0,0,0,0,0,
2021-02-16,AZ,Arizona,799740,53590,2896644,,totalTestsViral,7261560,2047,55865,601,,383,,,2021-02-16T00:00:00,2021-02-16T00:00:00Z,02/15 19:00,14981,55865,112430,2021-02-16T00:00:00Z,7261560,,,746150,13253,1728,,3642794,,,,429909,,,,,,,4,1132,5017,3696384,18492,3696384,,3,88,b1d22a7b03c28e5b64209b0ac7fbef75074b804e,0,0,0,0,0,
2021-02-16,CA,California,3412057,,,,totalTestsViral,46227725,9075,,2604,,,,,2021-02-16T02:59:00,2021-02-16T02:59:00Z,02/15 21:59,47107,,,2021-02-16T02:59:00Z,46227725,,,3412057,,,,,,,,,,,,,,,6,5692,0,3412057,263598,3412057,,64,0,c2bbb3f210b244f4ffb60dc7f235a2b295304eba,0,0,0,0,0,
2021-02-16,CO,Colorado,415037,21949,2112499,,totalTestEncountersViral,5869369,441,22837,,,,,,2021-02-16T01:59:00,2021-02-16T01:59:00Z,02/15 20:59,5828,22837,22017,2021-02-16T01:59:00Z,,,,393088,5108,720,5869369,2505587,380640,52311,326436,,,,,,,,8,668,1828,2527536,8056,2527536,,2,25,9059139d982520db3d0172fcf281c48c80e12f8f,0,0,0,0,0,
2021-02-16,CT,Connecticut,270822,16628,,,totalTestsViral,6004931,606,12257,,,,,,2021-02-15T23:59:00,2021-02-15T23:59:00Z,02/15 18:59,7449,12257,,2021-02-15T23:59:00Z,6004931,309330,5688069,254194,6106,1343,,,,,,,,,,,309117,17701,9,580,0,270822,18312,270822,,2,0,03359a90033210b61689519e003acd08372b4186,0,0,0,0,0,
2021-02-16,DC,"Washington, D.C.",39131,,,,totalTestEncountersViral,1172768,204,,52,,21,,27930,2021-02-15T00:00:00,2021-02-15T00:00:00Z,02/14 19:00,982,,,2021-02-15T00:00:00Z,,,,,,,1172768,425331,,,,,,,,,,,11,130,0,39131,0,39131,,2,0,681b1947b83946fe3b29eb6046e330b8b8e76dae,0,0,0,0,0,
2021-02-16,DE,Delaware,83369,4298,526389,,totalTestEncountersViral,1327849,186,,17,,,,,2021-02-15T18:00:00,2021-02-15T18:00:00Z,02/15 13:00,1291,,,2021-02-15T18:00:00Z,,87082,,79071,1168,123,1327849,609758,,,,,,,,,,,10,130,305,609758,4758,609758,,8,0,c35375b2695dd38afb7237230afac88a8c916eec,0,0,0,0,0,
2021-02-16,FL,Florida,1803893,329510,8881123,7939,totalTestEncountersViral,20666077,4646,77686,,,,,,2021-02-15T23:59:00,2021-02-15T23:59:00Z,02/15 18:59,29659,77686,,2021-02-15T23:59:00Z,18222942,2360095,15776618,1474383,,,20666077,10685016,969396,154948,813960,922278,145802,776136,,,,,12,6165,25432,10692955,90631,10685016,,225,314,59edaa9a3e675dc3447e8442fa3310147298cc62,0,0,0,0,0,
2021-02-16,GA,Georgia,969702,175353,,,totalTestsViral,6895381,3119,53658,,8801,,,,2021-02-16T14:50:00,2021-02-16T14:50:00Z,02/16 09:50,16174,53658,,2021-02-16T14:50:00Z,6895381,767461,,794349,14176,1998,,,463685,69353,,,,,,,,,13,2895,0,969702,24704,969702,,246,255,68ea7e6f5619e4765cd8339ae95b5469fb972044,0,0,0,0,0,
2021-02-16,GU,Guam,7701,208,105753,,posNeg,113454,6,,2,,2,,7500,2021-02-16T06:00:00,2021-02-16T06:00:00Z,02/16 01:00,130,,,2021-02-16T06:00:00Z,113246,,,7493,,,,,348,23,,,,,,,8837,247,66,2,537,113454,539,113454,,0,0,7940727542cd92f9492576d4946c2db6ac229101,0,0,0,0,0,
2021-02-16,HI,Hawaii,27623,717,,,totalTestEncountersViral,1039472,38,2174,14,,9,,,2021-02-14T14:30:00,2021-02-14T14:30:00Z,02/14 09:30,426,2174,,2021-02-14T14:30:00Z,,26433,,26906,426,,1039472,,,,,,,,,,,,15,17,0,27623,459,27623,,0,25,427a08cce174b8b98109cb631e8d576b099ac519,0,0,0,0,0,
2021-02-16,IA,Iowa,275247,,1015686,,posNeg,1290933,255,,57,,25,,303697,2021-02-16T00:00:00,2021-02-16T00:00:00Z,02/15 19:00,5263,,,2021-02-16T00:00:00Z,2622302,298412,2309877,275247,,,,1293305,,,,108656,16712,91894,232344,54662,1260611,58034,19,292,8318,1290933,8610,1290933,,26,0,85090064fb3d816e0f2cb30106ef2f7eb7259c3b,0,0,0,0,0,
2021-02-16,ID,Idaho,167483,31334,486204,,totalTestsPeopleViral,622353,180,6890,45,1206,,,89410,2021-02-14T19:00:00,2021-02-14T19:00:00Z,02/14 14:00,1803,6890,,2021-02-14T19:00:00Z,1035119,,,136149,1587,216,,622353,,,,,,,,,78973,,16,0,0,653687,0,653687,,0,0,786e02ff47be8fe4ca2f8e34dae4fb2fcb40d692,0,0,0,0,0,
2021-02-16,IL,Illinois,1164922,,,,totalTestsViral,17270877,1726,,385,,179,,,2021-02-16T00:00:00,2021-02-16T00:00:00Z,02/15 19:00,22199,,,2021-02-16T00:00:00Z,17270877,,,,20034,2165,,,,,,,,,,,,,17,1348,0,1164922,46630,1164922,,33,0,ec9c68e8daf5049aaf98c1b84655443308f9b9dd,0,0,0,0,0,
2021-02-16,IN,Indiana,650530,,2406968,,totalTestsViral,7593841,1018,41840,201,7312,107,,,2021-02-15T23:59:00,2021-02-15T23:59:00Z,02/15 18:59,12231,41840,424155,2021-02-15T23:59:00Z,7593841,740557,,,11805,426,,3057498,,,,,,,,,,,18,878,2691,3057498,20208,3057498,,40,194,1940ede3b81f3d9f378d121c1435f3b313be0eda,0,0,0,0,0,
2021-02-16,KS,Kansas,287450,,936782,,posNeg,1224232,279,8923,77,2421,38,411,,2021-02-15T10:00:00,2021-02-15T10:00:00Z,02/15 05:00,4406,8923,6087,2021-02-15T10:00:00Z,2364665,,,,,,,1224232,,,,,,,,,534602,,20,0,0,1224232,0,1224232,,0,0,4ec5e5283abda2a790afb3f172b3b66ec0d4bd27,0,0,0,0,0,
2021-02-16,KY,Kentucky,390762,89116,,,totalTestsViral,3773578,935,18183,272,3814,133,,46074,2021-02-16T00:00:00,2021-02-16T00:00:00Z,02/15 19:00,4318,18183,,2021-02-16T00:00:00Z,3773578,241069,,301646,3925,393,,,110221,9187,,,,,,,427460,34431,21,1241,0,390762,2665,390762,,27,97,7e566cc66b7738998983a9ea5aa3b5254b37a64d,0,0,0,0,0,
2021-02-16,LA,Louisiana,420394,56925,4925404,,posNeg,5345798,849,,,,137,,380673,2021-02-15T13:00:00,2021-02-15T13:00:00Z,02/15 08:00,9325,,,2021-02-15T13:00:00Z,5288873,,,363469,8691,634,,,,,,,,,,,416361,,22,0,0,5345798,0,5345798,,0,0,d38abe1012bfa9ad27c726f556a4d21ba756669f,0,0,0,0,0,
2021-02-16,MA,Massachusetts,560576,28874,4242966,,totalTestsViral,15057893,1096,18859,275,,177,,453740,2021-02-15T23:59:00,2021-02-15T23:59:00Z,02/15 18:59,15567,18859,,2021-02-15T23:59:00Z,15057893,636172,,531702,15257,310,,4774668,,,,151476,14572,,524006,,,,25,1226,5070,4803542,46488,4803542,,50,0,f71948284f01dd55cbc3513aa2cf7fd1ebbffc2f,0,0,0,0,0,
2021-02-16,MD,Maryland,372221,,2933581,,totalTestsViral,7495908,1110,33980,293,,,,9571,2021-02-16T10:00:00,2021-02-16T10:00:00Z,02/16 05:00,7612,33980,,2021-02-16T10:00:00Z,7495908,453991,,372221,7430,182,,3305802,,,,191877,25610,166267,,,,,24,516,2843,3305802,9967,3305802,,32,77,fc83b73d0d718c4c036314b61a0b434888248485,0,0,0,0,0,
2021-02-16,ME,Maine,42768,8714,,,totalTestsViral,1487380,92,1487,24,,11,,12663,2021-02-15T23:59:00,2021-02-15T23:59:00Z,02/15 18:59,651,1487,,2021-02-15T23:59:00Z,1487380,39382,,34054,638,13,,,14712,762,13938,,,,,,174557,9374,23,91,0,42768,4553,42768,,2,3,f6d065da9623be8c2e6b98ea1480cb938d0ca6d6,0,0,0,0,0,
2021-02-16,MI,Michigan,631532,55268,,,totalTestsViral,10007134,939,,240,,123,,517991,2021-02-16T00:00:00,2021-02-16T00:00:00Z,02/15 19:00,16149,,,2021-02-16T00:00:00Z,10007134,730143,9276991,576264,15177,972,,,511585,,,,,,,,,,26,1124,0,631532,17169,631532,,19,0,3b5d48448156aca1496f770cbc5b49d8eff5a5c5,0,0,0,0,0,
2021-02-16,MN,Minnesota,474621,21944,2920955,,totalTestEncountersViral,6611756,315,25243,57,5206,,,461406,2021-02-15T17:00:00,2021-02-15T17:00:00Z,02/15 12:00,6380,25243,,2021-02-15T17:00:00Z,,,,452677,6115,265,6611756,3373632,,,,,,,,,387566,,27,452,1987,3395576,7852,3395576,,2,46,8dd23616862c64c7df7bd1e5f401a88365a76e9f,0,0,0,0,0,
2021-02-16,MO,Missouri,472143,,1823860,,totalTestsViral,4343306,1309,,296,,197,,,2021-02-16T00:59:00,2021-02-16T00:59:00Z,02/15 19:59,7458,,,2021-02-16T00:59:00Z,4343306,521072,3813037,472143,,,,2296003,145269,22446,122633,130776,,,319507,,757763,77551,29,481,1378,2296003,5297,2296003,,3,0,826b4a95abe285d6f99f0a60933fc1ca0a39cc0f,0,0,0,0,0,
2021-02-16,MP,Northern Mariana Islands,134,,17429,,posNeg,17563,,4,,,,,29,2021-02-12T00:00:00,2021-02-12T00:00:00Z,02/11 19:00,2,4,,2021-02-12T00:00:00Z,26131,,,134,2,,,17542,,,,,,,,,,,69,0,0,17563,0,17563,,0,0,84367ce47d2df42c908f89de1516262341ec463d,0,0,0,0,0,
2021-02-16,MS,Mississippi,288714,108507,1393383,,posNeg,1682097,602,8978,157,,97,,264456,2021-02-15T00:00:00,2021-02-15T00:00:00Z,02/14 19:00,6501,8978,,2021-02-15T00:00:00Z,1573265,,,180207,4594,1907,,,79693,,,,,,,,712107,,28,734,0,1682097,734,1682097,,37,76,b4e643875523fe43b201aedbaca3aa2f41daafe5,0,0,0,0,0,
2021-02-16,MT,Montana,97666,2919,,,totalTestsViral,1025367,96,4461,26,,11,,93669,2021-02-16T01:59:00,2021-02-16T01:59:00Z,02/15 20:59,1331,4461,,2021-02-16T01:59:00Z,1025367,,,94747,,,,,,,,,,,,,,,30,127,0,97666,1383,97666,,3,17,2ed4e6857ca68cbc1ca1a9a0de98eeebb78972aa,0,0,0,0,0,
2021-02-16,NC,North Carolina,826340,99579,,,totalTestsViral,9036318,1958,,473,,,,,2021-02-16T12:25:00,2021-02-16T12:25:00Z,02/16 07:25,10562,,765456,2021-02-16T12:25:00Z,9036318,,,726761,9392,1170,,,,,,,,,,,662764,,37,1988,0,826340,21872,826340,,61,0,446abaa9f22e1fdecec809e0c7bfe590fc2d972d,0,0,0,0,0,
2021-02-16,ND,North Dakota,98781,4856,301091,,totalTestEncountersViral,1381170,46,3845,8,559,,,96564,2021-02-16T01:59:00,2021-02-16T01:59:00Z,02/15 20:59,1461,3845,,2021-02-16T01:59:00Z,1476204,,,93925,,,1381170,399872,13395,1442,11953,,,,,,120082,,38,138,-451,399872,1828,399872,,0,8,ccfbf39dfac537bb6a8eae168e76a53997a52d88,0,0,0,0,0,
2021-02-16,NE,Nebraska,197447,,751687,,totalTestsViral,2257793,177,5964,,,,,142335,2021-02-16T10:00:00,2021-02-16T10:00:00Z,02/16 05:00,2004,5964,,2021-02-16T10:00:00Z,2257793,228110,2027634,,,,,949639,,,,,,,,,,,31,119,332,949134,3235,949134,,1,2,1952e9e96492e429fcf54aee54c57869fa28a9aa,0,0,0,0,0,
2021-02-16,NH,New Hampshire,71215,20642,566316,,totalTestsViral,1370889,119,1080,,336,,,67222,2021-02-16T09:00:00,2021-02-16T09:00:00Z,02/16 04:00,1136,1080,,2021-02-16T09:00:00Z,1370889,,,50573,,,,616889,38713,,,37178,,,,,168093,,33,198,-234,637531,4473,637531,,1,3,cd2f064ce7f43030e5b75a10549513f1a880872b,0,0,0,0,0,
2021-02-16,NJ,New Jersey,751065,81584,9333715,,posNeg,10084780,2411,62591,494,,312,,,2021-02-16T00:00:00,2021-02-16T00:00:00Z,02/15 19:00,22497,62591,72336,2021-02-16T00:00:00Z,9997131,,,669481,20251,2246,,,,,,,,,,,,,34,3633,0,10084780,3633,10084780,,31,137,86cbd111074483df07e39dc9bc36443bcc2cce5d,0,0,0,0,0,
2021-02-16,NM,New Mexico,181060,,,,totalTestsViral,2556514,290,12757,,,,,123507,2021-02-16T17:51:00,2021-02-16T17:51:00Z,02/16 12:51,3550,12757,,2021-02-16T17:51:00Z,2556514,,,,,,,,,,,,,,,,,,35,299,0,181060,5282,181060,,12,41,342818ddf86940f8b4ff8cf5b214c683499ece62,0,0,0,0,0,
2021-02-16,NV,Nevada,289029,,1090831,,totalTestEncountersViral,2626777,773,,193,,113,,,2021-02-15T00:00:00,2021-02-15T00:00:00Z,02/14 19:00,4733,,,2021-02-15T00:00:00Z,,,,289029,,,2626777,1379860,,,,,,,,,,,32,290,3280,1379860,7971,1379860,,13,0,087680e5cfedd1980afacf56cfb9ecab32e3e6a2,0,0,0,0,0,
2021-02-16,NY,New York,1542887,,,,totalTestEncountersViral,35353848,6620,89995,1271,,878,,,2021-02-15T14:00:00,2021-02-15T14:00:00Z,02/15 09:00,37328,89995,138975,2021-02-15T14:00:00Z,,,,,,,35353848,,,,,,,,,,,,36,6753,0,1542887,136392,1542887,,107,0,e4d516d7218e6949dbfaa14693f902747cd66982,0,0,0,0,0,
2021-02-16,OH,Ohio,943291,129826,,,totalTestsViral,9654714,1566,48739,466,6949,303,,867627,2021-02-16T14:00:00,2021-02-16T14:00:00Z,02/16 09:00,16453,48739,,2021-02-16T14:00:00Z,9654714,842377,,813465,14000,2453,,,,,,,,,,,1509229,79267,39,2026,0,943291,35453,943291,,59,104,6a89df523318c5f0255c6fe4f3b9dce4f07e6779,0,0,0,0,0,
2021-02-16,OK,Oklahoma,414780,,2957605,3273,posNeg,3372385,755,23270,229,,,,391156,,,,4061,23270,,,3343102,376862,2957605,,,,,,142681,19845,,,,,,,,,40,508,0,3375658,508,3372385,,20,14,a899253e62e7520344884970efc5d6c63371ed44,0,0,0,0,0,
2021-02-16,OR,Oregon,150464,,,,totalTestsViral,3384703,226,8185,51,,27,,,2021-02-15T03:01:00,2021-02-15T03:01:00Z,02/14 22:01,2137,8185,,2021-02-15T03:01:00Z,3384703,196624,3187079,,,,,,,,,,,,,,,,41,183,0,150464,0,150464,,0,0,8d33a6dfa72e25c9ee9c92f2974fb80fb569f70c,0,0,0,0,0,
2021-02-16,PA,Pennsylvania,899237,122060,3783099,,totalTestEncountersViral,9910886,2356,,491,,271,,791328,2021-02-16T12:00:00,2021-02-16T12:00:00Z,02/16 07:00,23126,,,2021-02-16T12:00:00Z,,,,777177,,,9910886,4560276,,,,,,,,,,,42,2377,7712,4682336,111004,4682336,,7,0,26fd190c11fda0448aa8028a8efa1e2f40f63196,0,0,0,0,0,
2021-02-16,PR,Puerto Rico,98317,7436,305972,,posNeg,404289,220,,42,,36,,88084,2021-02-16T00:00:00,2021-02-16T00:00:00Z,02/15 19:00,1924,,,2021-02-16T00:00:00Z,415664,20103,395291,90881,1626,298,,,,75980,,,,,,,,,72,480,0,404289,480,404289,,4,0,db878cbd9efe8f7f14dbf8d722ae5ae10990ee80,0,0,0,0,0,
2021-02-16,RI,Rhode Island,122072,,651027,,totalTestEncountersViral,2790996,197,8786,36,,20,,,2021-02-16T13:00:00,2021-02-16T13:00:00Z,02/16 08:00,2344,8786,7607,2021-02-16T13:00:00Z,,145600,2645396,,,,2790996,773099,,,,,,,,,,,44,285,1107,773099,10557,773099,,10,32,cf0d170590269ab76020ab24cc30ab665512c043,0,0,0,0,0,
2021-02-16,SC,South Carolina,490453,61769,4228478,,posNeg,4718931,1230,19452,303,,167,,221360,2021-02-14T23:59:00,2021-02-14T23:59:00Z,02/14 18:59,8055,19452,,2021-02-14T23:59:00Z,4657162,551839,4105323,428684,7196,859,,,128136,25292,102844,,,,,,771148,100338,45,1435,20359,4718931,21794,4718931,,21,31,55c16bc4302c2411ba539472fe2a814c6fad0f2d,0,0,0,0,0,
2021-02-16,SD,South Dakota,110593,12186,303918,,totalTestsViral,674483,97,6461,10,,16,,106545,2021-02-15T14:00:00,2021-02-15T14:00:00Z,02/15 09:00,1844,6461,,2021-02-15T14:00:00Z,674483,103588,,98407,,,,414511,,,,,,,,,,,46,217,510,414511,607,414511,,0,15,42a9dda57dfd022391177886c529cfa4afb22604,0,0,0,0,0,
2021-02-16,TN,Tennessee,759523,120397,,,totalTestsViral,6626533,1219,18063,329,,173,,726910,2021-02-16T15:00:00,2021-02-16T15:00:00Z,02/16 10:00,10954,18063,,2021-02-16T15:00:00Z,6626533,737046,5889487,639126,8810,2144,,,,,,,,,,,1255785,131553,47,962,0,759523,8252,759523,,17,36,2a1afd45230253b1575e63c202f67822f6166f40,0,0,0,0,0,
2021-02-16,TX,Texas,2567297,338289,,,totalTestsViral,18810731,7661,,2397,,,,2257030,2021-02-16T11:45:00,2021-02-16T11:45:00Z,02/16 06:45,40645,,,2021-02-16T11:45:00Z,18810731,2521479,,2229008,,,,,987853,141470,,,,,,,2200714,188051,48,3348,0,2567297,0,2567297,,52,0,1634b43fd0ae88ef11b2623840d21505b7771c4d,0,0,0,0,0,
2021-02-16,UT,Utah,362347,,1492685,,totalTestsViral,2750915,297,14239,106,2231,,779,336460,2021-02-16T09:22:00,2021-02-16T09:22:00Z,02/16 04:22,1797,14239,,2021-02-16T09:22:00Z,2750915,336151,2414764,,,,,1800842,,,,,,,328683,53598,860192,55929,49,591,2278,1855032,5681,1855032,,1,30,586ff15f2a55d4a3d03874226355915d29ce11a4,0,0,0,0,0,
2021-02-16,VA,Virginia,553308,115032,,191,totalTestEncountersViral,5633818,1849,23042,401,,241,,,2021-02-15T17:00:00,2021-02-15T17:00:00Z,02/15 12:00,7037,23042,43305,2021-02-15T17:00:00Z,,535437,,438276,6047,990,5633818,,216440,26000,,,,,,,1243658,114787,51,1770,0,553499,11473,553308,,21,98,d04ff164251c728b81e9ccfdb31286122011e211,0,0,0,0,0,
2021-02-16,VI,United States Virgin Islands,2542,,42590,101,posNeg,45132,,,,,,,2412,2021-02-15T09:09:00,2021-02-15T09:09:00Z,02/15 04:09,25,,,2021-02-15T09:09:00Z,,,,,,,,45233,,,,,,,,,,,78,0,0,45233,0,45132,,0,0,8b78e8d8343283404a714f72af35c9b242776a91,0,0,0,0,0,
2021-02-16,VT,Vermont,13917,384,305977,,totalTestsViral,977567,42,,12,,,,10803,2021-02-15T23:59:00,2021-02-15T23:59:00Z,02/15 18:59,191,,,2021-02-15T23:59:00Z,977567,,,13533,,,,319510,,,,,,,,,,,50,55,583,319894,2551,319894,,1,0,0efe8d097ec9c86947c0ee7f163e113098167540,0,0,0,0,0,
2021-02-16,WA,Washington,328047,16759,,,totalTestEncountersViral,4896154,704,18643,160,,48,,,2021-02-13T02:59:00,2021-02-13T02:59:00Z,02/12 21:59,4675,18643,,2021-02-13T02:59:00Z,,311237,4584757,311288,,,4896154,,,,,,,,,,,,53,0,0,328047,0,328047,,0,0,565530dfd8199c4ce1c9c522e11b81ba613754f7,0,0,0,0,0,
2021-02-16,WI,Wisconsin,608418,52086,2570798,43,totalTestEncountersViral,6531839,411,25422,117,2231,,,539657,2021-02-16T00:00:00,2021-02-16T00:00:00Z,02/15 19:00,6788,25422,,2021-02-16T00:00:00Z,,,,556332,6204,584,6531839,3127130,,,,,,,,,,,55,779,2594,3179259,16160,3179216,,39,82,da86d469b2ce4801847fa1b48c354da82ea7cbdb,0,0,0,0,0,
2021-02-16,WV,West Virginia,128117,25593,,,totalTestsViral,2071781,321,,82,,39,,114932,2021-02-15T23:59:00,2021-02-15T23:59:00Z,02/15 18:59,2216,,,2021-02-15T23:59:00Z,2071781,,,102524,1889,327,,,31906,,,,,,,,,,54,228,0,128117,6812,128117,,4,0,4ecef4c56a0871b314ecf140e2e0664beedf0b09,0,0,0,0,0,
2021-02-16,WY,Wyoming,53351,7964,177815,,totalTestsViral,614356,34,1361,,,,,52000,2021-02-16T00:00:00,2021-02-16T00:00:00Z,02/15 19:00,662,1361,,2021-02-16T00:00:00Z,614356,38169,568297,45387,,,,223202,,,,,,,,,,,56,215,2768,231166,9778,231166,,15,5,2475cc22751316c97bbca23d24d0c3f52c1ec3d0,0,0,0,0,0,
2021-02-15,AK,Alaska,54282,,,,totalTestsViral,1584548,35,1230,,,5,,,2021-02-12T03:59:00,2021-02-12T03:59:00Z,02/11 22:59,282,1230,,2021-02-12T03:59:00Z,1584548,65613,1517076,,,,,,,,,,,,,,,,2,0,0,54282,0,54282,,0,0,fbdcf64542f36adae78ca378b8ceb3d94fe8d24e,0,0,0,0,0,
2021-02-15,AL,Alabama,481605,103802,1853838,,totalTestsPeopleViral,2231641,1087,44342,,2605,,1479,264621,2021-02-15T11:00:00,2021-02-15T11:00:00Z,02/15 06:00,9244,44342,,2021-02-15T11:00:00Z,,,,377803,7252,1992,,2231641,,,,112933,,,,,,,1,674,2230,2335443,2735,2335443,,2,194,11451e7d2cfdf7da9ce43c019b4288438cef40f0,0,0,0,0,0,
2021-02-15,AR,Arkansas,313348,64997,2338955,,totalTestsViral,2587306,642,14355,244,,111,1475,297552,2021-02-15T00:00:00,2021-02-15T00:00:00Z,02/14 19:00,5275,14355,,2021-02-15T00:00:00Z,2587306,,2338955,248351,4222,1053,,,,,,,,,410679,76323,,,5,320,2537,2652303,2808,2652303,,10,23,210e73fd3e3ae99eea686a7664aee574504bd3bf,0,0,0,0,0,
2021-02-15,AS,American Samoa,0,,2140,,totalTestsViral,2140,,,,,,,,2020-12-01T00:00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140,,,0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,54c49985228a9bd9af84987ec6ef79a2a72e4c91,0,0,0,0,0,
2021-02-15,AZ,Arizona,798608,53559,2891627,,totalTestsViral,7243068,2119,55777,644,,397,,,2021-02-15T00:00:00,2021-02-15T00:00:00Z,02/14 19:00,14978,55777,112062,2021-02-15T00:00:00Z,7243068,,,745049,13250,1728,,3636676,,,,429882,,,,,,,4,1338,7240,3690235,24365,3690235,,0,110,f2816efbdf92ecdc1eaf11c9ac453a35ad8b9eae,0,0,0,0,0,
2021-02-15,CA,California,3406365,,,,totalTestsViral,45964127,9299,,2650,,,,,2021-02-15T02:59:00,2021-02-15T02:59:00Z,02/14 21:59,47043,,,2021-02-15T02:59:00Z,45964127,,,3406365,,,,,,,,,,,,,,,6,6487,0,3406365,260910,3406365,,200,0,8de6c6b00b7532ee51aab40b0e88d90eea899d42,0,0,0,0,0,
2021-02-15,CO,Colorado,414369,21778,2110671,,totalTestEncountersViral,5861313,462,22812,,,,,,2021-02-15T01:59:00,2021-02-15T01:59:00Z,02/14 20:59,5826,22812,21970,2021-02-15T01:59:00Z,,,,392591,5106,720,5861313,2503262,378747,52077,325347,,,,,,,,8,533,2769,2525040,9356,2525040,,2,15,ffeb5a40d582c0f7dba483b3a86d91c3149e872c,0,0,0,0,0,
2021-02-15,CT,Connecticut,270242,16586,,,totalTestsViral,5986619,618,12257,,,,,,2021-02-14T23:59:00,2021-02-14T23:59:00Z,02/14 18:59,7447,12257,,2021-02-14T23:59:00Z,5986619,308684,5670458,253656,6105,1342,,,,,,,,,,,306944,17641,9,2905,0,270242,88720,270242,,66,0,dd2642e3de2142035d427b2bec10d02fe21b27bd,0,0,0,0,0,
2021-02-15,DC,"Washington, D.C.",39001,,,,totalTestEncountersViral,1172768,196,,46,,21,,27677,2021-02-14T00:00:00,2021-02-14T00:00:00Z,02/13 19:00,980,,,2021-02-14T00:00:00Z,,,,,,,1172768,425331,,,,,,,,,,,11,83,0,39001,3084,39001,,1,0,7cc5624c00a0ba23710cd7a6170595341054c232,0,0,0,0,0,
2021-02-15,DE,Delaware,83239,4285,526084,,totalTestEncountersViral,1323091,200,,19,,,,,2021-02-14T18:00:00,2021-02-14T18:00:00Z,02/14 13:00,1283,,,2021-02-14T18:00:00Z,,86783,,78954,1160,123,1323091,609323,,,,,,,,,,,10,236,766,609323,3871,609323,,0,0,d0664880d1b60b4759cc5fcd77cf2540ecf57d3f,0,0,0,0,0,
2021-02-15,FL,Florida,1797728,326889,8855691,7897,totalTestEncountersViral,20575446,4676,77372,,,,,,2021-02-14T23:59:00,2021-02-14T23:59:00Z,02/14 18:59,29434,77372,,2021-02-14T23:59:00Z,18152879,2351480,15715678,1470839,,,20575446,10653419,969396,154948,813960,922278,145802,776136,,,,,12,3573,15019,10661316,49636,10653419,,159,117,a66ba811cca0f4ae8de4ab8453970bc9e46e5a14,0,0,0,0,0,
2021-02-15,GA,Georgia,966807,174298,,,totalTestsViral,6870677,3181,53403,,8762,,,,2021-02-15T14:50:00,2021-02-15T14:50:00Z,02/15 09:50,15928,53403,,2021-02-15T14:50:00Z,6870677,765545,,792509,13997,1931,,,463362,69202,,,,,,,,,13,2070,0,966807,17616,966807,,57,24,6272e578760697dec8e27dca189d99134c7b4009,0,0,0,0,0,
2021-02-15,GU,Guam,7699,208,105216,,posNeg,112915,6,,3,,2,,7484,2021-02-15T05:15:00,2021-02-15T05:15:00Z,02/15 00:15,130,,,2021-02-15T05:15:00Z,112707,,,7491,,,,,347,23,,,,,,,8785,247,66,4,677,112915,681,112915,,0,0,288d49046aeb7ac75b7735e3342e6805a6ace355,0,0,0,0,0,
2021-02-15,HI,Hawaii,27606,717,,,totalTestEncountersViral,1039013,40,2149,13,,10,,,2021-02-13T14:30:00,2021-02-13T14:30:00Z,02/13 09:30,426,2149,,2021-02-13T14:30:00Z,,26420,,26889,426,,1039013,,,,,,,,,,,,15,33,0,27606,4273,27606,,0,0,49ae5d096756d114d8839ca6f5c416cc81e8f240,0,0,0,0,0,
2021-02-15,IA,Iowa,274955,,1007368,,posNeg,1282323,242,,57,,28,,302158,2021-02-15T00:00:00,2021-02-15T00:00:00Z,02/14 19:00,5237,,,2021-02-15T00:00:00Z,2601081,298099,2289099,274955,,,,1284680,,,,107584,16436,91098,230635,54498,1246489,57858,19,214,1117,1282323,1331,1282323,,1,0,96808570d2e8e512934d083eaeb6108a0e9fd2c8,0,0,0,0,0,
